Keys,Values
Tên TCPH:,"
Tổng công ty Cổ phần Tái bảo hiểm quốc gia Việt nam
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Cổ phần Tái bảo hiểm quốc gia Việt nam
Mã chứng khoán:,VNR
Mã ISIN:,VN000000VNR7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 16/GCN/TTGDHN-LK do Trung Tâm GDCK Hà Nội cấp lần đầu ngày 09/03/2006, Số 16/GCN/GCNCP-VSD-4 do VSD cấp thay đổi lần thứ 4 ngày 23/08/2021"
Tổng số chứng khoán đăng ký:,150.737.130 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.507.371.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
