Keys,Values
Tên TCPH:,"
Công ty cổ phần Địa chất Việt Bắc - TKV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Địa chất Việt Bắc - TKV
Mã chứng khoán:,VBG
Mã ISIN:,VN000000VBG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 153/2016/GCNCP-VSD do VSD cấp lần đầu ngày 25/11/2016
Tổng số chứng khoán đăng ký:,8.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,86.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
