Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quản lý và Xây dựng Giao thông Lạng Sơn
Mã chứng khoán:,QLD
Mã ISIN:,VN000000QLD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:, Số 182/2017/GCNCP-VSD do VSD cấp ngày 22/9/2017 
Tổng số chứng khoán đăng ký:,1.207.400 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.074.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
