Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Bảo hiểm Bưu điện
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Bảo hiểm Bưu điện
Mã chứng khoán:,PTI
Mã ISIN:,VN000000PTI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 295/2010/GCNCP-VSD do VSD cấp lần đầu ngày 14/12/2010, Số 295/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 09/07/2015"
Tổng số chứng khoán đăng ký:,80.395.709 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,803.957.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
