Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ hạ tầng mạng
"
Tên chứng khoán:,Cổ phiếu CTCP Dịch vụ hạ tầng mạng
Mã chứng khoán:,NIS
Mã ISIN:,VN000000NIS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 205/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 20/08/2010
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
