Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí
Mã chứng khoán:,PSD
Mã ISIN:,VN000000PSD8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 10/2013/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 12/06/2013, Số: 10/2013/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/07/2019"
Tổng số chứng khoán đăng ký:,30.682.623 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,306.826.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
