Keys,Values
Tên TCPH:,"
Tổng công ty cổ phần Phong Phú
"
Tên chứng khoán:,Cổ phiếu Tổng công ty cổ phần Phong Phú
Mã chứng khoán:,PPH
Mã ISIN:,VN000000PPH5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 15/2014/GCNCP-VSD-1 do VSD cấp lần đầu ngày 07/03/2014, Số:15/2014/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/01/2018"
Tổng số chứng khoán đăng ký:,74.670.891 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,746.708.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
