Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn dược phẩm Atesco
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn dược phẩm Atesco
Mã chứng khoán:,ATS
Mã ISIN:,VN000000ATS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 119/2015/GCNCP-VSD do VSD cấp ngày 07/12/2015; Số 119/2015/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 06/05/2022
Tổng số chứng khoán đăng ký:,3.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
