Keys,Values
Tên TCPH:,"
Tập đoàn Vingroup – Công ty CP
"
Tên chứng khoán:,Trái phiếu VIC072019
Mã chứng khoán:,VIC11711
Mã ISIN:,VN0VIC117115
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 73/2017/GCNTP-VSD do VSD cấp ngày 4/10/2017
Tổng số chứng khoán đăng ký:,25.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"+ Đối với 02 kỳ tính lãi đầu tiên: 10,25%/năm
+ Đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên:  Tổng của 4,0%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm thường (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh Hà Nội) và Ngân hàng NN&PT"
Cách thức trả lãi:,"Lãi được trả sau, định kỳ 06 tháng một lần tính từ ngày phát hành (trừ trường hợp Trái phiếu được mua  lại trước hạn hoặc mua lại bắt buộc phù hợp với các điều kiện và điều khoản của Trái phiếu)"
Kỳ hạn:,2 năm
Ngày phát hành:,03/07/2017
Ngày đáo hạn:,03/07/2019
Nơi quản lý tại VSD:,Trụ sở chính
