Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn FLC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn FLC
Mã chứng khoán:,FLC
Mã ISIN:,VN000000FLC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 57/2011/GCNCP-VSD do VSD cấp lần đầu ngày 28/07/2011, Số: 57/2011/GCNCP-VSD-10 cấp thay đổi lần 10 ngày 24/08/2018"
Tổng số chứng khoán đăng ký:,709.997.807 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,7.099.978.070.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
