Keys,Values
Tên TCPH:,"
Công ty cổ phần đầu tư và Phát triển Xây dựng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần đầu tư và Phát triển Xây dựng
Mã chứng khoán:,ING
Mã ISIN:,VN000000ING7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 76/2014/GCNCP-VSD do VSD cấp ngày 27/10/2014
Tổng số chứng khoán đăng ký:,20.809.702 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,208.097.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
