Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ
Mã chứng khoán:,CPD0914026
Mã ISIN:,VNTD09140268
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,01/2010/GCNTP-VSD
Tổng số chứng khoán đăng ký:,100.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,19.990.000.000 đồng
Hình thức phát hành:,
Lãi suất:,10.8%/năm
Cách thức trả lãi:,
Kỳ hạn:,05 năm
Ngày phát hành:,18/12/2009
Ngày đáo hạn:,18/12/2014
Nơi quản lý tại VSD:,Trụ sở chính
