Keys,Values
Tên TCPH:,"
Công ty Cổ phần tập đoàn Sara
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần  Tập đoàn Sara
Mã chứng khoán:,SRB
Mã ISIN:,VN000000SRB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số  14/2008/GCNCP-VSD do VSD cấp lần đầu ngày 27/02/2008, số 14/2008/GCNCP-VSD-3 thay đổi lần thứ ba ngày 03/08/2011"
Tổng số chứng khoán đăng ký:,8.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,85.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
