Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Tín phiếu Kho bạc đấu thầu đợt 32/2012
Mã chứng khoán:,TPKB12006
Mã ISIN:,VNTP120060
Loại chứng khoán:,Tín phiếu bán thấp hơn mệnh giá
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Tín Phiếu
Giấy chứng nhận ĐKCK:,06/2012/GCNTPKB-VSD do VSD cấp ngày 02/10/2012
Tổng số chứng khoán đăng ký:,16.800.000 Tín phiếu 
Tổng giá trị chứng khoán đăng ký:,1.680.000.000.000 đồng
Hình thức đăng ký:,Đấu thầu
Nơi quản lý tại VSD:,Trụ sở chính
