Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Công nghệ Văn Lang
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư và Phát triển Công nghệ Văn Lang
Mã chứng khoán:,VLA
Mã ISIN:,VN000000VLA7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 168/2010/GCNCP-VSD do VSD cấp lần đầu ngày 15/07/2010
Tổng số chứng khoán đăng ký:,1.080.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
