Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH (KBNN) kỳ hạn 5 năm
Mã chứng khoán:,CP061113
Mã ISIN:,VN0CP0611135
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,32/2006/GCNTP-TTLK ngày 30/8/2006
Tổng số chứng khoán đăng ký:,2.700.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,270.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.25%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,23/08/2006
Ngày đáo hạn:,23/08/2011
Nơi quản lý tại VSD:,Trụ sở chính
