Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng La Hiên VVMI
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng La Hiên VVMI
Mã chứng khoán:,CLH
Mã ISIN:,VN000000CLH2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 19/2016/GCNCP-VSD do VSD cấp lần đầu ngày 18/03/2016; Số 19/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 22/09/2020
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
