Keys,Values
Tên TCPH:,"
Công ty Cổ phần Khử Trùng Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Khử Trùng Việt Nam
Mã chứng khoán:,VFG
Mã ISIN:,VN000000VFG6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 113/2009/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 09/12/2009, số 113/2009/GCNCP-VSD-10 cấp thay đổi lần 10 ngày 02/08/2019"
Tổng số chứng khoán đăng ký:,32.088.864 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,320.888.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
