Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long
Mã chứng khoán:,KHL
Mã ISIN:,VN000000KHL5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 58/2011/GCNCP-VSD do VSD cấp ngày 29/07/2011, Số 58/2011/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 04/08/2014"
Tổng số chứng khoán đăng ký:,12.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
