Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Tín phiếu Kho bạc đấu thầu đợt 04/2016
Mã chứng khoán:,TPKB16004
Mã ISIN:,VNTPKB160041
Loại chứng khoán:,Tín phiếu Kho bạc
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Tín Phiếu
Giấy chứng nhận ĐKCK:,Số 04/2016/GCNTPKB-VSD do VSD cấp ngày 16/02/2016 
Tổng số chứng khoán đăng ký:,10.000.000 Tín phiếu 
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Tín phiếu bán thấp hơn mệnh giá
Nơi quản lý tại VSD:,Trụ sở chính
