Keys,Values
Tên TCPH:,"
CTCP Tập đoàn Kỹ nghệ Gỗ Trường Thành
"
Tên chứng khoán:,Cổ phiếu CTCP Tập đoàn Kỹ nghệ Gỗ Trường Thành
Mã chứng khoán:,TTF
Mã ISIN:,VN000000TTF3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 13/2008/GCNCP-CNTTLK do VSD cấp lần đầu ngày 25/01/2008, số 13/2008/GCNCP-VSD-14 cấp thay đổi lần 14 ngày 27/01/2022"
Tổng số chứng khoán đăng ký:,411.198.302 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.111.983.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
