Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước Hà Nội
"
Tên chứng khoán:,Trái phiếu xây dựng Thủ Đô năm 2015 (đợt 2)
Mã chứng khoán:,HNKD15298
Mã ISIN:,VNHNKD152984
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 98/2015/GCNTP-VSD do VSD cấp ngày 20/11/2015
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"7.4%/năm
"
Cách thức trả lãi:,Tiền gốc trái phiếu được thanh toán 1 lần khi đến hạn; tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 23/11 kể từ năm 2016 đến năm đáo hạn.							
Kỳ hạn:,5 năm
Ngày phát hành:,23/11/2015
Ngày đáo hạn:,23/11/2020
Nơi quản lý tại VSD:,Trụ sở chính
