Keys,Values
Tên TCPH:,"
Công ty cổ phần Mirae
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Mirae
Mã chứng khoán:,KMR
Mã ISIN:,VN000000KMR2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 64/2008/GCNCP-CNTTLK do VSD cấp lần đầu ngày 23/06/2008, Số 64/2008/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 17/02/2017"
Tổng số chứng khoán đăng ký:,56.881.443 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,568.814.430.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
