Keys,Values
Tên TCPH:,"
Công ty cổ phần Đại lý Hàng hải Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đại lý Hàng hải Việt Nam
Mã chứng khoán:,VSA
Mã ISIN:,VN000000VSA2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 82/2015/GCNCP-VSD do VSD cấp lần đầu ngày 24/09/2015, Số:  82/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 29/08/2018"
Tổng số chứng khoán đăng ký:,14.096.486 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,140.964.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
