Keys,Values
Tên TCPH:,"
CTCP Thuỷ Điện Vĩnh Sơn -Sông Hinh
"
Tên chứng khoán:,Cổ Phiếu CTCP Thuỷ Điện Vĩnh Sơn -Sông Hinh
Mã chứng khoán:,VSH
Mã ISIN:,VN000000VSH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 11/GCNĐK-TTLK do TTLK cấp lần đầu ngày 05/05/2006; số 133/2009/GCNCP-VSD-4 cấp thay đổi lần 04 ngày 04/03/2021
Tổng số chứng khoán đăng ký:,236.241.246 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.362.412.460.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
