Keys,Values
Tên TCPH:,"
Công ty cổ phần Cà Phê Ea Pốk
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cà Phê Ea Pốk
Mã chứng khoán:,EPC
Mã ISIN:,VN000000EPC0
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số:    20 CPH/2018/GCNCP-VSD do VSD cấp ngày 20/09/2018, số 05/2020/GCNCP-VSD cấp lại ngày 09/01/2020"
Tổng số chứng khoán đăng ký:,9.388.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,93.885.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
