Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Cao Su Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Cao Su Đồng Nai
Mã chứng khoán:,CDR
Mã ISIN:,VN000000CDR8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 81/2017/GCNCP-VSD do VSD cấp ngày 14/04/2017, số 81/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 25/01/2022"
Tổng số chứng khoán đăng ký:,2.133.271 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,21.332.710.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
