Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp Môi trường
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp Môi trường
Mã chứng khoán:,VCE
Mã ISIN:,VN000000VCE8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 71/2016/GCNCP-VSD do VSD cấp lần đầu ngày 22/07/2016, Số 71/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 19/03/2019"
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
