Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Bản Việt
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Bản Việt
Mã chứng khoán:,BVB
Mã ISIN:,VN000000BVB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 42/2019/GCNCP-VSD do VSD cấp ngày 13/9/2019; số 42/2019/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 19/04/2021
Tổng số chứng khoán đăng ký:,367.090.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.670.900.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
