Keys,Values
Tên TCPH:,"
Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
"
Tên chứng khoán:,Trái phiếu Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
Mã chứng khoán:,VEC10712
Mã ISIN:,VN0VEC107128
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,38/2009/GCNTP-VSD cấp ngày 24/12/2009
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9%/năm
Cách thức trả lãi:,"Tiền lãi được trả sau, định kỳ hàng năm. Tiền gốc được thanh toán một lần khi đến hạn, bằng mệnh giá."
Kỳ hạn:,15 năm
Ngày phát hành:,20/11/2007
Ngày đáo hạn:,20/11/2022
Nơi quản lý tại VSD:,Trụ sở chính
