Keys,Values
Tên TCPH:,"
Công ty Cổ phần Bia và Nước giải khát Hạ Long
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần  Bia và Nước giải khát Hạ Long
Mã chứng khoán:,HLB
Mã ISIN:,VN000000HLB4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 252/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 15/10/2010; số 252/2010/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 01/06/2022
Tổng số chứng khoán đăng ký:,3.090.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.900.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
