Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hải Phát
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Hải Phát
Mã chứng khoán:,HPX
Mã ISIN:,VN000000HPX9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 32/2018/GCNCP-VSD do VSD cấp ngày 16/05/2018, số 32/2018/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 24/09/2021"
Tổng số chứng khoán đăng ký:,304.168.581 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.041.685.810.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
