Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước Hà Nội
"
Tên chứng khoán:,Trái phiếu Kho bạc Nhà nước Hà Nội
Mã chứng khoán:,HNKD14162
Mã ISIN:,VNHNKD141623
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 57/2014/GCNTP-VSD-1 do VSD cấp lần đầu ngày 18/08/2014, cấp thay đổi lần 1 ngày 01/10/2014"
Tổng số chứng khoán đăng ký:,30.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,3.000.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"7,2%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 19/08 từ năm 2015 đến năm đáo hạn"
Kỳ hạn:,5 năm
Ngày phát hành:,19/08/2014
Ngày đáo hạn:,19/08/2019
Nơi quản lý tại VSD:,Trụ sở chính
