Keys,Values
Tên TCPH:,"
Công ty cổ phần Bán lẻ Kỹ  thuật số FPT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bán lẻ Kỹ thuật số FPT
Mã chứng khoán:,FRT
Mã ISIN:,VN000000FRT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 21/2018/GCNCP-VSD do VSD cấp lần đầu ngày 13/04/2018, số 21/2018/GCNCP-3 cấp thay đổi lần 3 ngày 16/08/2019"
Tổng số chứng khoán đăng ký:,78.981.792 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,789.817.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
