Keys,Values
Tên TCPH:,"
Công ty cổ phần Masan Meatlife
"
Tên chứng khoán:,Trái phiếu MMLB2126001
Mã chứng khoán:,MML121021
Mã ISIN:,VNMML1210211
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 36/2021/GCNTP-VSD do VSD cấp ngày 01/10/2021
Tổng số chứng khoán đăng ký:,19.999.800 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.999.980.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng
Lãi suất:,"Trái phiếu có lãi suất kết hợp giữa lãi suất cố định và lãi suất thả nổi, cụ thể như sau:

   + Đối với giai đoạn 12 tháng đầu tiên kể từ ngày phát hành (“năm tính lãi thứ nhất”): Lãi suất cố định 9,5%/năm;

   + Đối với mỗi giai đoạn 06 tháng tiếp theo kể từ ngày kết thúc năm tính lãi thứ nhất cho đến ngày đáo hạn: Lãi suất thả nổi bằng tổng của 3,9%/năm và trung bình cộng của lãi suất tiền gửi áp dụng đối với các khoản tiền gửi tiết kiệm cá nhân bằng tiền Đồng kỳ hạn 12 tháng trả lãi sau (hoặc tương đương) do Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,60 tháng
Ngày phát hành:,26/08/2021
Ngày đáo hạn:,26/08/2026
Nơi quản lý tại VSD:,Chi nhánh
