Keys,Values
Tên TCPH:,"
CTCP Thiết bị Phụ tùng Sài Gòn
"
Tên chứng khoán:,Cổ phiếu CTCP Thiết bị Phụ tùng Sài Gòn
Mã chứng khoán:,SMA
Mã ISIN:,VN000000SMA1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 224/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 17/09/2010, số 224/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 05/02/2021"
Tổng số chứng khoán đăng ký:,20.352.836 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,203.528.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
