Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vĩnh Hoàn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vĩnh Hoàn
Mã chứng khoán:,VHC
Mã ISIN:,VN000000VHC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 121/2007/GCNCP-VSD-6 do VSD cấp ngày lần đầu ngày 05/12/2007, cấp thay đổi lần 7 ngày 21/01/2020"
Tổng số chứng khoán đăng ký:,183.376.956 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.833.769.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
