Keys,Values
Tên TCPH:,"
Công ty cổ phần Trang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Trang
Mã chứng khoán:,TFC
Mã ISIN:,VN000000TFC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 99/2015/GCNCP-VSD do VSD cấp ngày 23/10/2015, Số 99/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 16/08/2016"
Tổng số chứng khoán đăng ký:,16.829.994 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,168.299.940.000 đồng
Hình thức đăng ký:,Ghi sổ 
Nơi quản lý tại VSD:,Chi nhánh
