Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mã chứng khoán:,VDB111010
Mã ISIN:,VNVDB1110107
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,10/2011/GCNTP-VSD
Tổng số chứng khoán đăng ký:,2.600.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,260.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,11.5%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,28/01/2011
Ngày đáo hạn:,28/11/2026
Nơi quản lý tại VSD:,Trụ sở chính
