Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Công trình Đô thị    tỉnh Thái Bình
Mã chứng khoán:,MTB
Mã ISIN:,VN000000MTB7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 62/2020/GCNCP-VSDdo VSD cấp lần đầu ngày 15/10/2020
Tổng số chứng khoán đăng ký:,6.278.259 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,62.782.590.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
