Keys,Values
Tên TCPH:,"
CTCP Tấm lợp Vật liệu xây dựng Đồng Nai
"
Tên chứng khoán:,Cổ phiếu CTCP Tấm lợp Vật liệu xây dựng Đồng Nai
Mã chứng khoán:,DCT
Mã ISIN:,VN000000DCT4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 30/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 02/10/2006
Tổng số chứng khoán đăng ký:,27.223.647 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,272.236.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
