Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng Quy Nhơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cảng Quy Nhơn
Mã chứng khoán:,QNP
Mã ISIN:,VN000000QNP1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 164/2016/GCNCP-VSD do VSD cấp lần đầu ngày 01/12/2016
Tổng số chứng khoán đăng ký:,40.409.950 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,404.099.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
