Keys,Values
Tên TCPH:,"
CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS
Mã chứng khoán:,KLF
Mã ISIN:,VN000000KLF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 12/2013/GCNCP-VSD do VSD cấp lần đầu ngày 20/06/2013. Số 12/2013/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 26/06/2019
Tổng số chứng khoán đăng ký:,165.352.561 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.653.525.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
