Keys,Values
Tên TCPH:,"
CTCP Thuỷ sản Bạc Liêu
"
Tên chứng khoán:,Cổ phiếu CTCP Thuỷ sản Bạc Liêu
Mã chứng khoán:,BLF
Mã ISIN:,VN000000BLF8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 27/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 19/05/2008, số 27/2008/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 28/05/2019"
Tổng số chứng khoán đăng ký:,11.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,115.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
