Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA
Mã chứng khoán:,FHS
Mã ISIN:,VN000000FHS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 196 /2017/GCNCP-VSD do VSD cấp ngày 12/10/2017; Số 196 /2017/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 07/12/2021
Tổng số chứng khoán đăng ký:,12.751.462 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,127.514.620.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
