Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng và Phát triển vật liệu IDICO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng và Phát triển vật liệu IDICO
Mã chứng khoán:,MCI
Mã ISIN:,VN000000MCI8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 65/2015/GCNCP-VSD do VSD cấp ngày 05/08/2015, số 65/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 25/11/2016"
Tổng số chứng khoán đăng ký:,3.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
