Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế biến Thủy sản Út Xi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế biến Thủy sản Út Xi
Mã chứng khoán:,UXC
Mã ISIN:,VN000000UXC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 83/2017/GCNCP-VSD do VSD cấp ngày 17/04/2017
Tổng số chứng khoán đăng ký:,35.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,354.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
