Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền TCB/6M/SSI/C/EU/Cash-05
Mã chứng quyền:,CTCB2005
Mã ISIN:,VN0CTCB20059
Mã chứng khoán cơ sở:,TCB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,06 tháng
Ngày đáo hạn:,30/11/2020
Tỷ lệ chuyển đổi:,1:1
Giá thực hiện:,22.000  đồng
Giá phát hành lần đầu:,3.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   72/2020/GCNCW-VSD do VSD cấp ngày 09/6/2020; Số:   72/2020/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 11/9/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,9.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.800.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
