Keys,Values
Tên TCPH:,"
Công ty cổ phần Khai thác và Chế biến Khoáng sản Lào Cai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khai thác và Chế biến Khoáng sản Lào Cai
Mã chứng khoán:,LCM
Mã ISIN:,VN000000LCM2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 62/2011/GCNCP-VSD do VSD cấp lần đầu ngày 05/09/2011, Số 62/2011/GCNCP-VSD-2 cấp thay đổi lần thứ 2 ngày 01/07/2013"
Tổng số chứng khoán đăng ký:,24.633.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,246.330.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
