Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Bản Việt
"
Tên chứng quyền:,Chứng quyền MWG/VCSC/M/Au/T/A6
Mã chứng quyền:,CMWG2113
Mã ISIN:,VN0CMWG21133
Mã chứng khoán cơ sở:,MWG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Đầu tư Thế giới Di động
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,24/05/2022
Tỷ lệ chuyển đổi:,6:1
Giá thực hiện:,154.000  đồng
Giá phát hành lần đầu:,2.250  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 181/2021/GCNCW-VSD do VSD cấp lần đầu ngày 16/12/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,3.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.750.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,3.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
