Keys,Values
Tên TCPH:,"
Ngân hàng thương mại cổ phần Quân Đội
"
Tên chứng khoán:,Cổ phiếu Ngân hàng thương mại cổ phần Quân Đội
Mã chứng khoán:,MBB
Mã ISIN:,VN000000MBB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 67/2011/GCNCP-VSD do VSD cấp lần đầu ngày 10/10/2011, Số 67/2011/GCNCP-VSD-15 cấp thay đổi lần thứ 15 ngày 06/08/2021"
Tổng số chứng khoán đăng ký:,3.778.321.777 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,37.783.217.770.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
