Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dược phẩm Hà Tây
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Dược phẩm Hà Tây
Mã chứng khoán:,DHT
Mã ISIN:,VN000000DHT3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 49/2008/GCNCP-VSD do VSD cấp lần đầu ngày 31/10/2008, Số: 49/2008/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 18/02/2021"
Tổng số chứng khoán đăng ký:,26.408.828 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,264.088.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
