Keys,Values
Tên TCPH:,"
CTCP Xây dựng Số 11
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng Số 11
Mã chứng khoán:,V11
Mã ISIN:,VN000000V119
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 57/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 26/11/2008, Số 57/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 09/03/2011"
Tổng số chứng khoán đăng ký:,8.399.889 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,83.998.890.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
