Keys,Values
Tên TCPH:,"
Tổng công ty Đức Giang - Công ty cổ  phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Đức Giang - Công ty cổ phần
Mã chứng khoán:,MGG
Mã ISIN:,VN000000MGG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 98/2017/GCNCP-VSD do VSD cấp ngày 15/05/2017, Số 98/2017/GCNCP-VSD-2 ngày 19/12/2019"
Tổng số chứng khoán đăng ký:,8.999.622 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,89.996.220.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
