Keys,Values
Tên TCPH:,"
Công ty cổ phần CNC Capital Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần CNC Capital Việt Nam
Mã chứng khoán:,KSQ
Mã ISIN:,VN000000KSQ1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 13/2013/GCNCP-VSD do VSD cấp lần đầu ngày 26/06/2013. Số 13/2013/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 20/11/2018
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
