Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường Đô thị  Đông Anh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường Đô thị Đông Anh
Mã chứng khoán:,MDA
Mã ISIN:,VN000000MDA3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 141/2017/GCNCP-VSD do VSD cấp ngày 17/07/2017
Tổng số chứng khoán đăng ký:,1.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
