Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước – Công trình đô thị Hậu Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước – Công trình đô thị Hậu Giang
Mã chứng khoán:,HGW
Mã ISIN:,VN000000HGW0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 148/2016/GCNCP-VSD do VSD cấp lần đầu ngày 22/11/2016, số 148/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 07/08/2018"
Tổng số chứng khoán đăng ký:,24.878.291 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,248.782.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
