Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Bất động sản HUDLAND
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Bất động sản HUDLAND
Mã chứng khoán:,HLD
Mã ISIN:,VN000000HLD0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 31/2012/GCNCP-VSD do VSD cấp lần đầu ngày 14/12/2012, Số 31/2012/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 23/10/2013"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
