Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xi măng Vicem Hoàng Mai
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xi măng Vicem Hoàng Mai
Mã chứng khoán:,HOM
Mã ISIN:,VN000000HOM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 29/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 02/07/2009; số 29/2009/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 04/11/2020
Tổng số chứng khoán đăng ký:,74.769.131 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,747.691.310.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
