Keys,Values
Tên TCPH:,"
Công ty cổ phần In và Phát hành biểu mẫu thống kê
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần In và Phát hành biểu mẫu Thống kê
Mã chứng khoán:,IPH
Mã ISIN:,VN000000IPH0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 17/CPH/2019/GCNCP-VSD do VSD cấp ngày 20/06/2019, số 69/2019/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/4/2020"
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
