Keys,Values
Tên TCPH:,"
Công ty cổ phần Đá Núi Nhỏ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đá Núi Nhỏ
Mã chứng khoán:,NNC
Mã ISIN:,VN000000NNC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 72/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 25/05/2010, Số 72/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 08/8/2017"
Tổng số chứng khoán đăng ký:,21.920.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,219.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
