Keys,Values
Tên TCPH:,"
Ban Quản lý và Điều hành Bến xe tàu (Tên doanh nghiệp dự kiến sau khi cổ phần hóa:  Công ty cổ phần Bến xe tàu Hậu Giang)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bến xe tàu Hậu Giang
Mã chứng khoán:,BXT
Mã ISIN:,VN000000BXT4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 07/CPH/2019/GCNCP-VSD do VSD cấp ngày 23/05/2019
Tổng số chứng khoán đăng ký:,63.400 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,634.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
