Keys,Values
Tên TCPH:,"
Công ty cổ phần Viễn thông Thăng Long
"
Tên chứng khoán:,Cổ phiếu CTCP Viễn thông Thăng Long
Mã chứng khoán:,TLC
Mã ISIN:,VN000000TLC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 67/2006/GCNCP-VSD-1 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp thay đổi lần 1 ngày 07/06/2011
Tổng số chứng khoán đăng ký:,11.080.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
