Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc
Mã chứng khoán:,HPM
Mã ISIN:,VN000000HPM2
Loại chứng khoán:,cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 88/2015/GCNCP-VSD do VSD cấp ngày 2/10/2015
Tổng số chứng khoán đăng ký:,3.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,38.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
